referenced_path,referrer,line,term,snippet
approach_def.py,doc/spec/algorithm/paper/cursor_algo_paper.md,118,approach_def.py,3.  **代码参考**：`approach_Eq.py`（分布类、`to_dict`、`dist_from_dict`）、`approach_def.py`（`_rebuild_distributions` 与 `duplicate_for_hyperperiod`）。
main_approach.py,doc/spec/algorithm/paper/cursor_algo_paper.md,112,main_approach,*   在超周期复制（`duplicate_for_hyperperiod`）时，系统在 `var_en` 下对 `AccVarDist` 会**同时进行计算负载（Compute Load）与访存延迟（Memory IO Time）的物理拆分采样**，并将两者分别赋回 `exp_comp_t` 和 `exp_io_t` 属性中，确保状态在跨程序（`sim_main` 与 `main_approach`）JSON 序列化前后一致。
sched/__init__.py,doc/spec/algorithm/paper/cursor_algo_paper.md,80,sched,*   **代码参考**：`sched/slack_estim.py` 中的 `rsc_slack_estim`、`GurobiDistributeSlack` 与 `gurobi_MP_chain_assign.py`。
sched/global_sched.py,doc/spec/algorithm/paper/cursor_algo_paper.md,100,sched/global_sched.py,*   **代码参考**：`sched/global_sched.py` 的 repacking 逻辑。
sched/packing_solver/chain_slack_assign.py,doc/spec/algorithm/paper/cursor_algo_paper.md,132,chain_slack_assign.py,   │       ├── chain_slack_assign.py             <-- Phase 1 求解器
sched/packing_solver/gurobi_semi2Dclst_mapping.py,doc/spec/algorithm/paper/cursor_algo_paper.md,95,sched/packing_solver/gurobi_semi2Dclst_mapping.py,*   **代码参考**：`sched/packing_solver/gurobi_semi2Dclst_mapping.py`。
sched/slack_estim.py,doc/spec/algorithm/paper/cursor_algo_paper.md,80,sched/slack_estim.py,*   **代码参考**：`sched/slack_estim.py` 中的 `rsc_slack_estim`、`GurobiDistributeSlack` 与 `gurobi_MP_chain_assign.py`。
sim_main.py,doc/spec/algorithm/paper/cursor_algo_paper.md,112,sim_main,*   在超周期复制（`duplicate_for_hyperperiod`）时，系统在 `var_en` 下对 `AccVarDist` 会**同时进行计算负载（Compute Load）与访存延迟（Memory IO Time）的物理拆分采样**，并将两者分别赋回 `exp_comp_t` 和 `exp_io_t` 属性中，确保状态在跨程序（`sim_main` 与 `main_approach`）JSON 序列化前后一致。
task/task_cfg.py,doc/spec/algorithm/paper/cursor_algo_paper.md,127,task_cfg.py,   │   └── task_cfg.py          <-- 构图入口，触发 init_var_dist (Phase 1)
doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,doc/spec/cfg/binpack_config_design.md,269,parameter_flow_exec_t_comp_ratio.md,- `doc/parameter_flow_exec_t_comp_ratio.md` - 参数传递路径
run/clean.sh,doc/spec/cfg/binpack_config_design.md,262,clean,详见：`doc/code_cleanup_2025.md` 清理4
sched/__init__.py,doc/spec/cfg/binpack_config_design.md,19,sched,# sched/binpack_config.py
sched/binpack_config.py,doc/spec/cfg/binpack_config_design.md,19,sched/binpack_config.py,# sched/binpack_config.py
sim_main.py,doc/spec/cfg/binpack_config_design.md,70,sim_main.py,"| `core_size` | `str` | `cfg.core_size` | 核心大小模式：'specified', 'induced' | `sim_main.py` (环境准备阶段) | ✅ 活动 | JSON |"
utils.py,doc/spec/cfg/binpack_config_design.md,124,utils.py,- **`utils.py`**: 负责从磁盘加载 JSON 并初始化 `BinPackConfig` 对象。
approach_setup.py,doc/spec/e2e_sched_sim_flow.md,53,approach_setup.py,setup_benchmark (approach_setup.py)
approach_sim.py,doc/spec/e2e_sched_sim_flow.md,41,approach_sim.py,sim_main.py 和 approach_sim.py相关的两个大块。
doc/ABLA_EXP_FIX_PLAN.md,doc/spec/e2e_sched_sim_flow.md,201,ABLA_EXP_FIX_PLAN.md,**实验中的退化**（ABLA_EXP_FIX_PLAN.md）：
doc/spec/algorithm/chain_slack_assignment_algorithm.md,doc/spec/e2e_sched_sim_flow.md,20,doc/spec/algorithm/chain_slack_assignment_algorithm.md,        - 实现文档：doc/spec/algorithm/chain_slack_assignment_algorithm.md
doc/spec/key_COT.md,doc/spec/e2e_sched_sim_flow.md,197,key_COT.md,**参数退化**（key_COT.md）：
doc/spec/test_plan.md,doc/spec/e2e_sched_sim_flow.md,281,doc/spec/test_plan.md, 这三个实验标准流程是已经验证过的，并确认是功能良好的。复现流程已经固化在脚本scripts/run_motiv_exps.sh 中。实现的步骤记录在 doc/spec/test_plan.md。
main_approach.py,doc/spec/e2e_sched_sim_flow.md,7,main_approach.py,main_approach.py 旨在实现，端到端的调度和仿真流程：
model/message/data_pipe.py,doc/spec/e2e_sched_sim_flow.md,214,data_pipe,"- `scheduler_list`, `monitor_list`, `msg_dispatcher`, `a_data_pipe`, `w_data_pipe`"
model/message/msg_dispatcher.py,doc/spec/e2e_sched_sim_flow.md,214,msg_dispatcher,"- `scheduler_list`, `monitor_list`, `msg_dispatcher`, `a_data_pipe`, `w_data_pipe`"
output.pdf,doc/spec/e2e_sched_sim_flow.md,277,output,  python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100 --use_plot_cache    
output.txt,doc/spec/e2e_sched_sim_flow.md,277,output,  python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100 --use_plot_cache    
paths.py,doc/spec/e2e_sched_sim_flow.md,64,paths,"    │       └── Step 8-10: generate_bin_paths, Bin_list_print, dump_and_check"
sched/__init__.py,doc/spec/e2e_sched_sim_flow.md,59,sched,    │       ├── Step 4: create_scheduler_elements_with_config
sched/packing_solver/chain_slack_assign.py,doc/spec/e2e_sched_sim_flow.md,20,chain_slack_assign,        - 实现文档：doc/spec/algorithm/chain_slack_assignment_algorithm.md
sched/scheduling_table.py,doc/spec/e2e_sched_sim_flow.md,150,scheduling_table,- 装箱算法（`perform_bin_packing`）被完全跳过，bin_list 的 scheduling_table 保留 Phase 1 结果
scripts/abla_exp_runner.py,doc/spec/e2e_sched_sim_flow.md,309,scripts/abla_exp_runner.py,  1. scripts/abla_exp_runner.py - 消融实验运行脚本
scripts/motiv_exp_runner.py,doc/spec/e2e_sched_sim_flow.md,277,motiv_exp_runner,  python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100 --use_plot_cache    
scripts/run_abla_exps.sh,doc/spec/e2e_sched_sim_flow.md,310,scripts/run_abla_exps.sh,  2. scripts/run_abla_exps.sh - 便捷运行脚本
scripts/run_motiv_exps.sh,doc/spec/e2e_sched_sim_flow.md,281,scripts/run_motiv_exps.sh, 这三个实验标准流程是已经验证过的，并确认是功能良好的。复现流程已经固化在脚本scripts/run_motiv_exps.sh 中。实现的步骤记录在 doc/spec/test_plan.md。
sim_main.py,doc/spec/e2e_sched_sim_flow.md,41,sim_main.py,sim_main.py 和 approach_sim.py相关的两个大块。
approach_collector.py,doc/spec/exp_design/motiv_case_api_README.md,213,approach_collector.py,1. **`approach_collector.py`** (核心修改)
doc/spec/exp_design/motiv_case_api_usage.md,doc/spec/exp_design/motiv_case_api_README.md,219,motiv_case_api_usage.md,2. **`doc/motiv_case_api_usage.md`** (详细文档)
doc/spec/stat/collector.md,doc/spec/exp_design/motiv_case_api_README.md,37,collector,"collector.export_motiv_case_results(case=1|2|3, save_path, verbose, **kwargs)"
doc/spec/test_plan.md,doc/spec/exp_design/motiv_case_api_README.md,231,test_plan.md,4. **`doc/test_plan.md`** (已冻结)
main_approach.py,doc/spec/exp_design/motiv_case_api_README.md,296,main_approach.py,1. **集成到主程序**: 在`main_approach.py`中根据policy自动选择对应case
output.pdf,doc/spec/exp_design/motiv_case_api_README.md,19,output,- **格式化输出**: `format_motiv_caseN_output()` - 生成可读的文本报告
output.txt,doc/spec/exp_design/motiv_case_api_README.md,19,output,- **格式化输出**: `format_motiv_caseN_output()` - 生成可读的文本报告
approach_collector.py,doc/spec/exp_design/motiv_case_api_usage.md,10,approach_collector,from approach_collector import StatisticsCollector
approach_sim.py,doc/spec/exp_design/motiv_case_api_usage.md,364,approach_sim,from approach_sim import run_simulation
doc/spec/stat/collector.md,doc/spec/exp_design/motiv_case_api_usage.md,10,collector,from approach_collector import StatisticsCollector
main_approach.py,doc/spec/exp_design/motiv_case_api_usage.md,361,main_approach.py,### 在 `main_approach.py` 中使用
output.pdf,doc/spec/exp_design/motiv_case_api_usage.md,48,output,output_text = collector.format_motiv_case1_output(stats)
output.txt,doc/spec/exp_design/motiv_case_api_usage.md,48,output,output_text = collector.format_motiv_case1_output(stats)
stats_collector.json,doc/spec/exp_design/motiv_case_api_usage.md,12,stats_collector,# 假设已经运行仿真并获得 stats_collector 对象
doc/spec/stat/collector.md,doc/spec/exp_design/motiv_case_plotting_examples.md,11,collector,"collector.plot_motiv_case1(data_points=None, save_path=None, show=False)"
output.pdf,doc/spec/exp_design/motiv_case_plotting_examples.md,313,output,output_dir = Path('./motiv_exp_results')
output.txt,doc/spec/exp_design/motiv_case_plotting_examples.md,313,output,output_dir = Path('./motiv_exp_results')
.cursor/rules/reference.mdc,doc/spec/motiv1_describe.md,5,reference,**Utilization-Reliability Tradeoff (Fig. 1)**: Grouped bar chart with logarithmic primary axis illustrates the fundamental tradeoff inherent in static cyclic scheduling. Each percentile point displays three side-by-side bars representing ca
debug_case1/case1/case1_motiv1_style.pdf,doc/spec/motiv1_describe.md,14,case1_motiv1_style.pdf,| Output | `case1_motiv1_style.pdf` |
doc/spec/stat/collector.md,doc/spec/motiv1_describe.md,43,collector,"- `collector.get_motiv_case1_stats()` returns `idle_mean_ratio`, `miss_mean_ratio`, `miss_mean_count`, `realloc_mean_ratio`"
sched/__init__.py,doc/spec/motiv1_describe.md,5,sched,**Utilization-Reliability Tradeoff (Fig. 1)**: Grouped bar chart with logarithmic primary axis illustrates the fundamental tradeoff inherent in static cyclic scheduling. Each percentile point displays three side-by-side bars representing ca
analyze/pattern.py,doc/spec/motiv2_describe.md,7,pattern,"**Resource Utilization (Fig. 2b)**: Clustered stacked bar chart demonstrates processing power allocation under varying configurations. Clusters represent hardware scale (tile count) and load intensity combinations, with bars within each clu"
doc/spec/stat/collector.md,doc/spec/motiv2_describe.md,61,collector,- `collector.get_motiv_case2_stats()` returns `utilization` dict and `latency_breakdown` dict
sched/__init__.py,doc/spec/motiv2_describe.md,5,sched,**Latency Breakdown (Fig. 2a)**: Stacked bar chart illustrates the decomposition of end-to-end latency relative to timing constraint $\mathcal{D}_{\mathrm{e2e}}$ across different hardware-workload configurations. Each bar comprises three co
CLAUDE.md,doc/spec/readme.md,3,CLAUDE.md,> 本文档是 `CLAUDE.md` 的下一级索引，提供 `doc/spec/` 目录下所有规范文档的导航，以及跨文档的关键约定和澄清事项。
approach_sim.py,doc/spec/readme.md,69,approach_sim,| [sim/approach_sim_spec.md](./sim/approach_sim_spec.md) | Event-driven 仿真后端规范 |
doc/sim_flow.md,doc/spec/readme.md,12,sim_flow.md,| [e2e_sched_sim_flow.md](./e2e_sched_sim_flow.md) | 设计规范（中间层） | Step 定义、参数定义、执行路径、函数职责、关键约束 | 代码架构变更时 |
doc/spec/algorithm/binpack_solver_spec.md,doc/spec/readme.md,39,binpack_solver_spec.md,| [algorithm/binpack_solver_spec.md](./algorithm/binpack_solver_spec.md) | 装箱启发式求解器规范 |
doc/spec/algorithm/chain_slack_assignment_algorithm.md,doc/spec/readme.md,38,chain_slack_assignment_algorithm.md,| [algorithm/chain_slack_assignment_algorithm.md](./algorithm/chain_slack_assignment_algorithm.md) | Step 1 实现：链松弛分配，计算 per-task deadline |
doc/spec/algorithm/guided_hybrid_allocation_algorithm.md,doc/spec/readme.md,37,guided_hybrid_allocation_algorithm.md,| [algorithm/guided_hybrid_allocation_algorithm.md](./algorithm/guided_hybrid_allocation_algorithm.md) | 两阶段分配算法：Split (`coleasing_alloc_cluster`) + Repack (`push_task_into_bins_new`) |
doc/spec/cfg/binpack_config_design.md,doc/spec/readme.md,76,binpack_config_design.md,| [cfg/binpack_config_design.md](./cfg/binpack_config_design.md) | BinPackConfig 参数配置类设计 |
doc/spec/e2e_sched_sim_flow.md,doc/spec/readme.md,12,e2e_sched_sim_flow.md,| [e2e_sched_sim_flow.md](./e2e_sched_sim_flow.md) | 设计规范（中间层） | Step 定义、参数定义、执行路径、函数职责、关键约束 | 代码架构变更时 |
doc/spec/key_COT.md,doc/spec/readme.md,11,key_COT.md,| [key_COT.md](./key_COT.md) | 学术表达（最高层次） | 核心论点、机制解耦、消融实验的学术动机 | 论文思路变更时 |
doc/spec/model/latency_model.md,doc/spec/readme.md,77,latency_model.md,| [model/latency_model.md](./model/latency_model.md) | 访存拥塞延迟建模（排队论与概率分布） |
doc/spec/motiv1_describe.md,doc/spec/readme.md,30,motiv1_describe.md,| [motiv1_describe.md](./motiv1_describe.md) | Motiv1 绘图细节（柱状图双轴设计） |
doc/spec/motiv2_describe.md,doc/spec/readme.md,31,motiv2_describe.md,| [motiv2_describe.md](./motiv2_describe.md) | Motiv2 绘图细节（延迟分解 + 利用率 breakdown） |
doc/spec/sim/approach_sim_spec.md,doc/spec/readme.md,69,approach_sim_spec.md,| [sim/approach_sim_spec.md](./sim/approach_sim_spec.md) | Event-driven 仿真后端规范 |
doc/spec/sim/simulation_numerical_design.md,doc/spec/readme.md,70,simulation_numerical_design.md,| [sim/simulation_numerical_design.md](./sim/simulation_numerical_design.md) | 仿真数值精度与公式分离设计 |
doc/spec/stat/collector.md,doc/spec/readme.md,52,collector.md,stat/collector.md                  (E2E 延迟分解、关键路径分析、扩展指南)
doc/spec/stat/runtime_overhead_spec.md,doc/spec/readme.md,55,runtime_overhead_spec.md,stat/runtime_overhead_spec.md      (Algorithm 2 运行时开销测量、审稿回复)
doc/spec/stat/statistics_collection_spec.md,doc/spec/readme.md,49,statistics_collection_spec.md,stat/statistics_collection_spec.md (StatisticsCollector 架构、分布存储、仿真集成)
doc/spec/stat/tdigest_system_spec.md,doc/spec/readme.md,46,tdigest_system_spec.md,stat/tdigest_system_spec.md        (T-Digest 流式直方图算法)
doc/spec/test_plan.md,doc/spec/readme.md,13,test_plan.md,| [test_plan.md](./test_plan.md) | 实现相关（最具体） | 详细实验参数、绘图方法、脚本对齐、统计收集方式 | 实验参数/脚本变更时 |
model/__init__.py,doc/spec/readme.md,77,model,| [model/latency_model.md](./model/latency_model.md) | 访存拥塞延迟建模（排队论与概率分布） |
output.pdf,doc/spec/readme.md,111,output,python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100
output.txt,doc/spec/readme.md,111,output,python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100
sched/__init__.py,doc/spec/readme.md,12,sched,| [e2e_sched_sim_flow.md](./e2e_sched_sim_flow.md) | 设计规范（中间层） | Step 定义、参数定义、执行路径、函数职责、关键约束 | 代码架构变更时 |
sched/binpack_config.py,doc/spec/readme.md,76,binpack_config,| [cfg/binpack_config_design.md](./cfg/binpack_config_design.md) | BinPackConfig 参数配置类设计 |
sched/packing_solver/chain_slack_assign.py,doc/spec/readme.md,38,chain_slack_assign,| [algorithm/chain_slack_assignment_algorithm.md](./algorithm/chain_slack_assignment_algorithm.md) | Step 1 实现：链松弛分配，计算 per-task deadline |
scripts/abla_exp_runner.py,doc/spec/readme.md,116,scripts/abla_exp_runner.py,**消融实验**：脚本 `scripts/abla_exp_runner.py` 已实现，运行脚本 `scripts/run_abla_exps.sh`
scripts/motiv_exp_runner.py,doc/spec/readme.md,111,motiv_exp_runner,python -m scripts.motiv_exp_runner --case 1 --output_dir motiv_exp_results --num_hp 100
scripts/run_abla_exps.sh,doc/spec/readme.md,116,scripts/run_abla_exps.sh,**消融实验**：脚本 `scripts/abla_exp_runner.py` 已实现，运行脚本 `scripts/run_abla_exps.sh`
scripts/run_motiv_exps.sh,doc/spec/readme.md,108,scripts/run_motiv_exps.sh,**Motivation 实验**：已验证完成，复现流程固化在 `scripts/run_motiv_exps.sh`
__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
analyze/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
approach_Eq.py,doc/spec/sim/approach_sim_spec.md,614,approach_Eq.py,**定义位置**: `approach_Eq.py:149-315`
approach_collector.py,doc/spec/sim/approach_sim_spec.md,10,approach_collector.py,> - `approach_collector.py`: 统计收集器
approach_def.py,doc/spec/sim/approach_sim_spec.md,8,approach_def.py,> - `approach_def.py`: 处理器基类和图结构
approach_initiator.py,doc/spec/sim/approach_sim_spec.md,9,approach_initiator.py,> - `approach_initiator.py`: 实例化工厂
approach_sched.py,doc/spec/sim/approach_sim_spec.md,7,approach_sched.py,> - `approach_sched.py`: 调度策略定义
approach_sim.py,doc/spec/sim/approach_sim_spec.md,6,approach_sim.py,> - `approach_sim.py`: 仿真主循环
doc/sparse_list.md,doc/spec/sim/approach_sim_spec.md,91,sparse_list,    # 3. 静态调度表 (从 sparse_list 提取)
doc/spec/stat/collector.md,doc/spec/sim/approach_sim_spec.md,10,collector,> - `approach_collector.py`: 统计收集器
doc/verification/jitter_sim.pdf,doc/spec/sim/approach_sim_spec.md,634,jitter_sim,            trunc_ratio = args.jitter_sim_para['scale']
doc/verification/truncnorm.pdf,doc/spec/sim/approach_sim_spec.md,636,truncnorm,"            loc, scale, myclip_b, a, b = get_truncnorm_para(range_max, trunc_ratio, zscore)"
main_approach.py,doc/spec/sim/approach_sim_spec.md,18,main_approach.py,"| `sim_main.py` | **配置生成** - Bin packing, 资源约束, Dump | `main_approach.py` 第一阶段 |"
mapper/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
model/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
model/streaming_processing/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
requirement.txt,doc/spec/sim/approach_sim_spec.md,780,requirement,"    req_rsc_size = estimate_resource_requirement(task_load, slack, acc_p.base_pwr, exp_io_t)"
sched/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
sched/pre_alloc.py,doc/spec/sim/approach_sim_spec.md,885,pre_alloc,### 9.2 pre_alloc_new.py:192-195 的检查
sched/pre_alloc_new.py,doc/spec/sim/approach_sim_spec.md,885,pre_alloc_new.py,### 9.2 pre_alloc_new.py:192-195 的检查
sched/scheduling_table.py,doc/spec/sim/approach_sim_spec.md,84,scheduling_table,        for rsc_agent in _bin.scheduling_table:
sim_main.py,doc/spec/sim/approach_sim_spec.md,14,sim_main.py,### 1.1 与 sim_main.py 的关系
stats_collector.json,doc/spec/sim/approach_sim_spec.md,185,stats_collector,"def acc_p_factory(policy, cfg, stats_collector):"
task/__init__.py,doc/spec/sim/approach_sim_spec.md,49,__init__,    def __init__(
approach_Eq.py,doc/spec/sim/simulation_numerical_design.md,7,approach_Eq.py,> - `approach_Eq.py`: 公式模块 (Equations)
approach_def.py,doc/spec/sim/simulation_numerical_design.md,8,approach_def.py,"> - `approach_def.py`, `approach_sim.py`, `approach_sched.py`: 仿真逻辑"
approach_initiator.py,doc/spec/sim/simulation_numerical_design.md,134,approach_initiator.py,| 节点时间属性 | `elim_nume_error(node['offset'])` | `approach_initiator.py` |
approach_sched.py,doc/spec/sim/simulation_numerical_design.md,8,approach_sched.py,"> - `approach_def.py`, `approach_sim.py`, `approach_sched.py`: 仿真逻辑"
approach_sim.py,doc/spec/sim/simulation_numerical_design.md,8,approach_sim.py,"> - `approach_def.py`, `approach_sim.py`, `approach_sched.py`: 仿真逻辑"
global_var.py,doc/spec/sim/simulation_numerical_design.md,6,global_var.py,> - `global_var.py`: 数值精度常量和 `elim_nume_error`
model/buffer.py,doc/spec/sim/simulation_numerical_design.md,308,buffer,"def trasfer_realloc_as_task(BW_DRAM, cap, tile_buffer_size, time_norm_factor=1.0):"
requirement.txt,doc/spec/sim/simulation_numerical_design.md,28,requirement,│   estimate_resource_requirement(...)   int                 │
sched/__init__.py,doc/spec/sim/simulation_numerical_design.md,8,sched,"> - `approach_def.py`, `approach_sim.py`, `approach_sched.py`: 仿真逻辑"
__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
analyze/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
mapper/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
model/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
model/streaming_processing/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
paths.py,doc/spec/stat/collector.md,3,paths,"To accurately attribute end-to-end latency in complex Directed Acyclic Graphs (DAGs) with parallel execution paths, we employ a critical path tracking algorithm. This method ensures that latency components (e.g., `compute`, `realloc`) are n"
sched/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
task/__init__.py,doc/spec/stat/collector.md,55,__init__,### 步骤 1：在 `__init__` 中声明数据结构
approach_Eq.py,doc/spec/stat/runtime_overhead_spec.md,79,approach_Eq.py,# approach_Eq.py
approach_collector.py,doc/spec/stat/runtime_overhead_spec.md,235,approach_collector.py,"| `approach_collector.py` | `record_sched_overhead()`, `get_sched_overhead_info()` |"
approach_def.py,doc/spec/stat/runtime_overhead_spec.md,42,approach_def.py,**文件**: `approach_def.py:Acc_p.sched()`
doc/spec/stat/collector.md,doc/spec/stat/runtime_overhead_spec.md,50,collector,    if self.stats_collector and realloc:
doc/spec/stat/statistics_collection_spec.md,doc/spec/stat/runtime_overhead_spec.md,236,doc/spec/stat/statistics_collection_spec.md,| `doc/spec/stat/statistics_collection_spec.md` | StatisticsCollector 架构 |
model/buffer.py,doc/spec/stat/runtime_overhead_spec.md,92,buffer,"def trasfer_realloc_as_task(BW_DRAM, cap, tile_buffer_size, time_norm_factor=1.0):"
sched/__init__.py,doc/spec/stat/runtime_overhead_spec.md,42,sched,**文件**: `approach_def.py:Acc_p.sched()`
stats_collector.json,doc/spec/stat/runtime_overhead_spec.md,50,stats_collector,    if self.stats_collector and realloc:
__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
analyze/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
approach_collector.py,doc/spec/stat/statistics_collection_spec.md,302,approach_collector.py,| `StatisticsCollector` 类 | `approach_collector.py` | 类定义 |
approach_sim.py,doc/spec/stat/statistics_collection_spec.md,304,approach_sim.py,"| 仿真集成 | `approach_sim.py` | `update_run`, `update_ready` |"
doc/spec/stat/collector.md,doc/spec/stat/statistics_collection_spec.md,93,collector.md,> **详细算法说明**：关键路径追踪的完整数据结构定义和传播逻辑，请参考 [`collector.md`](./collector.md)。
mapper/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
model/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
model/streaming_processing/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
ref_tdigest.py,doc/spec/stat/statistics_collection_spec.md,303,ref_tdigest.py,| `TDigestStreamingHistogram` | `ref_tdigest.py` | 分布存储 |
sched/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
stats_collector.json,doc/spec/stat/statistics_collection_spec.md,199,stats_collector,    ├─> 初始化: stats_collector.init_partition_stats()
task/__init__.py,doc/spec/stat/statistics_collection_spec.md,314,__init__,1. 在 `__init__` 中声明数据结构
__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
analyze/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
mapper/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
model/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
model/streaming_processing/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
ref_tdigest.py,doc/spec/stat/tdigest_system_spec.md,36,ref_tdigest.py,    TDigestStreamingHistogram (ref_tdigest.py)
sched/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
task/__init__.py,doc/spec/stat/tdigest_system_spec.md,132,__init__,"    def __init__(self, delta: float = 0.01, K: int = 25):"
utils.py,doc/spec/stat/tdigest_system_spec.md,81,utils,from utils import TDigestStreamingHistogram
debug_case1/case1/case1_summary.json,doc/spec/test_plan.md,157,case1_summary.json,- 缓存：生成 `case1_summary.json`，支持 `--use_plot_cache` 直接重绘
doc/spec/algorithm/chain_slack_assignment_algorithm.md,doc/spec/test_plan.md,29,doc/spec/algorithm/chain_slack_assignment_algorithm.md,      - 第一个流程在deduce_cfg2中实现，文档在doc/spec/algorithm/chain_slack_assignment_algorithm.md 中。后两个流程由 perform_bin_packing 中的guided 算法，分两轮（coalesce_alloc_cluster/push_task_into_bins_new）实现。文档在doc/spec/algorithm/guided_hybrid_allocation_algorithm.m
doc/spec/algorithm/guided_hybrid_allocation_algorithm.md,doc/spec/test_plan.md,29,doc/spec/algorithm/guided_hybrid_allocation_algorithm.md,      - 第一个流程在deduce_cfg2中实现，文档在doc/spec/algorithm/chain_slack_assignment_algorithm.md 中。后两个流程由 perform_bin_packing 中的guided 算法，分两轮（coalesce_alloc_cluster/push_task_into_bins_new）实现。文档在doc/spec/algorithm/guided_hybrid_allocation_algorithm.m
doc/spec/stat/collector.md,doc/spec/test_plan.md,139,collector,  - 获取方式：`collector.get_utilization_avg_ratio()`
model/buffer.py,doc/spec/test_plan.md,9,buffer,  - 优势：得益于加速器double buffer的设计和确定的切换行为，计算密集的任务kernel的启动延迟，可以大部分被隐藏。
model/event_gen/e2e_latency.py,doc/spec/test_plan.md,39,e2e_latency,  - per_chain_e2e_latency: 每条链（sink 基名）的端到端延迟分布。
sched/packing_solver/chain_slack_assign.py,doc/spec/test_plan.md,29,chain_slack_assign,      - 第一个流程在deduce_cfg2中实现，文档在doc/spec/algorithm/chain_slack_assignment_algorithm.md 中。后两个流程由 perform_bin_packing 中的guided 算法，分两轮（coalesce_alloc_cluster/push_task_into_bins_new）实现。文档在doc/spec/algorithm/guided_hybrid_allocation_algorithm.m
scripts/motiv_exp_runner.py,doc/spec/test_plan.md,150,scripts/motiv_exp_runner.py,- 运行器：`scripts/motiv_exp_runner.py --case 1`
model/event_gen/e2e_latency.py,doc/verification/heavy_scaling.md,1,e2e_latency,python -m sched.slack_estim --profiling_file profiling_light.csv --e2e_latency 0.09 --aux_scale_factor 6 > doc/verification/heavy_scaling.md
profiling/profiling.csv,doc/verification/heavy_scaling.md,789,profiling.csv,python -m sched.slack_estim --profiling_file profiling.csv --e2e_latency 0.09
profiling/profiling_light.csv,doc/verification/heavy_scaling.md,1,profiling_light.csv,python -m sched.slack_estim --profiling_file profiling_light.csv --e2e_latency 0.09 --aux_scale_factor 6 > doc/verification/heavy_scaling.md
sched/__init__.py,doc/verification/heavy_scaling.md,1,sched,python -m sched.slack_estim --profiling_file profiling_light.csv --e2e_latency 0.09 --aux_scale_factor 6 > doc/verification/heavy_scaling.md
sched/slack_estim.py,doc/verification/heavy_scaling.md,1,slack_estim,python -m sched.slack_estim --profiling_file profiling_light.csv --e2e_latency 0.09 --aux_scale_factor 6 > doc/verification/heavy_scaling.md
model/event_gen/e2e_latency.py,doc/verification/medium_scaling_log.md,1,e2e_latency,"python -m sched.slack_estim --profiling_file profiling_light.csv --e2e_latency 0.09 --aux_scale_factor 4 > doc/verification/medium_scaling,log"
